segment_id,source_run,flight_name,icao24,split
step1_raw_2023-11-01_to_2023-12-01/20231111_06a129_043151_055420,step1_raw_2023-11-01_to_2023-12-01,20231111_06a129_043151_055420,06a129,test
step1_raw_2023-11-01_to_2023-12-01/20231111_39cf0e_034052_050404,step1_raw_2023-11-01_to_2023-12-01,20231111_39cf0e_034052_050404,39cf0e,train
step1_raw_2023-11-01_to_2023-12-01/20231111_3c4aab_014350_025426,step1_raw_2023-11-01_to_2023-12-01,20231111_3c4aab_014350_025426,3c4aab,val
step1_raw_2023-11-01_to_2023-12-01/20231111_3c4b32_032237_044549,step1_raw_2023-11-01_to_2023-12-01,20231111_3c4b32_032237_044549,3c4b32,test
step1_raw_2023-11-01_to_2023-12-01/20231111_40621d_035242_045527,step1_raw_2023-11-01_to_2023-12-01,20231111_40621d_035242_045527,40621d,val
step1_raw_2023-11-01_to_2023-12-01/20231111_4078b8_030419_041907,step1_raw_2023-11-01_to_2023-12-01,20231111_4078b8_030419_041907,4078b8,train
step1_raw_2023-11-01_to_2023-12-01/20231111_4bb184_034738_045702,step1_raw_2023-11-01_to_2023-12-01,20231111_4bb184_034738_045702,4bb184,train
step1_raw_2023-11-01_to_2023-12-01/20231111_a05629_013814_030300,step1_raw_2023-11-01_to_2023-12-01,20231111_a05629_013814_030300,a05629,test
step1_raw_2023-11-01_to_2023-12-01/20231111_a91a1b_030922_041842,step1_raw_2023-11-01_to_2023-12-01,20231111_a91a1b_030922_041842,a91a1b,train
step1_raw_2023-11-01_to_2023-12-01/20231111_ab6737_035830_050404,step1_raw_2023-11-01_to_2023-12-01,20231111_ab6737_035830_050404,ab6737,train
step1_raw_2023-11-01_to_2023-12-01/20231111_ab6afa_043903_054823,step1_raw_2023-11-01_to_2023-12-01,20231111_ab6afa_043903_054823,ab6afa,train
step1_raw_2023-11-01_to_2023-12-01/20231111_abf66c_035445_050532,step1_raw_2023-11-01_to_2023-12-01,20231111_abf66c_035445_050532,abf66c,train
step1_raw_2023-11-01_to_2023-12-01/20231111_ac0196_033310_043407,step1_raw_2023-11-01_to_2023-12-01,20231111_ac0196_033310_043407,ac0196,test
step1_raw_2023-11-01_to_2023-12-01/20231111_ac0906_040829_051908,step1_raw_2023-11-01_to_2023-12-01,20231111_ac0906_040829_051908,ac0906,test
step1_raw_2023-11-01_to_2023-12-01/20231111_c01a61_011959_033649,step1_raw_2023-11-01_to_2023-12-01,20231111_c01a61_011959_033649,c01a61,train
step1_raw_2023-11-01_to_2023-12-01/20231112_06a19f_044646_060425,step1_raw_2023-11-01_to_2023-12-01,20231112_06a19f_044646_060425,06a19f,test
step1_raw_2023-11-01_to_2023-12-01/20231112_34640e_011748_023438,step1_raw_2023-11-01_to_2023-12-01,20231112_34640e_011748_023438,34640e,train
step1_raw_2023-11-01_to_2023-12-01/20231112_399043_221752_232128,step1_raw_2023-11-01_to_2023-12-01,20231112_399043_221752_232128,399043,train
step1_raw_2023-11-01_to_2023-12-01/20231112_39cf0e_040225_051545,step1_raw_2023-11-01_to_2023-12-01,20231112_39cf0e_040225_051545,39cf0e,train
step1_raw_2023-11-01_to_2023-12-01/20231112_39d2a0_014019_030333,step1_raw_2023-11-01_to_2023-12-01,20231112_39d2a0_014019_030333,39d2a0,train
step1_raw_2023-11-01_to_2023-12-01/20231112_405bfe_033421_044517,step1_raw_2023-11-01_to_2023-12-01,20231112_405bfe_033421_044517,405bfe,train
step1_raw_2023-11-01_to_2023-12-01/20231112_407979_030752_043104,step1_raw_2023-11-01_to_2023-12-01,20231112_407979_030752_043104,407979,train
step1_raw_2023-11-01_to_2023-12-01/20231112_4bb46e_030223_040402,step1_raw_2023-11-01_to_2023-12-01,20231112_4bb46e_030223_040402,4bb46e,train
step1_raw_2023-11-01_to_2023-12-01/20231112_8960fb_233329_003346,step1_raw_2023-11-01_to_2023-12-01,20231112_8960fb_233329_003346,8960fb,val
step1_raw_2023-11-01_to_2023-12-01/20231112_a05648_012956_024644,step1_raw_2023-11-01_to_2023-12-01,20231112_a05648_012956_024644,a05648,train
step1_raw_2023-11-01_to_2023-12-01/20231112_a05669_044958_055528,step1_raw_2023-11-01_to_2023-12-01,20231112_a05669_044958_055528,a05669,train
step1_raw_2023-11-01_to_2023-12-01/20231112_a0a522_033254_043424,step1_raw_2023-11-01_to_2023-12-01,20231112_a0a522_033254_043424,a0a522,train
step1_raw_2023-11-01_to_2023-12-01/20231112_a0f428_045441_055735,step1_raw_2023-11-01_to_2023-12-01,20231112_a0f428_045441_055735,a0f428,test
step1_raw_2023-11-01_to_2023-12-01/20231112_aa9f76_232837_004023,step1_raw_2023-11-01_to_2023-12-01,20231112_aa9f76_232837_004023,aa9f76,train
step1_raw_2023-11-01_to_2023-12-01/20231112_abf66c_032255_043215,step1_raw_2023-11-01_to_2023-12-01,20231112_abf66c_032255_043215,abf66c,train
step1_raw_2023-11-01_to_2023-12-01/20231112_ac17e6_030950_041910,step1_raw_2023-11-01_to_2023-12-01,20231112_ac17e6_030950_041910,ac17e6,train
step1_raw_2023-11-01_to_2023-12-01/20231113_347388_015246_030936,step1_raw_2023-11-01_to_2023-12-01,20231113_347388_015246_030936,347388,train
step1_raw_2023-11-01_to_2023-12-01/20231113_39d2a0_022829_033750,step1_raw_2023-11-01_to_2023-12-01,20231113_39d2a0_022829_033750,39d2a0,train
step1_raw_2023-11-01_to_2023-12-01/20231113_39d2a2_013743_024704,step1_raw_2023-11-01_to_2023-12-01,20231113_39d2a2_013743_024704,39d2a2,val
step1_raw_2023-11-01_to_2023-12-01/20231113_3c4b31_031216_042340,step1_raw_2023-11-01_to_2023-12-01,20231113_3c4b31_031216_042340,3c4b31,val
step1_raw_2023-11-01_to_2023-12-01/20231113_407943_035440_050453,step1_raw_2023-11-01_to_2023-12-01,20231113_407943_035440_050453,407943,train
step1_raw_2023-11-01_to_2023-12-01/20231113_40797a_033916_044548,step1_raw_2023-11-01_to_2023-12-01,20231113_40797a_033916_044548,40797a,train
step1_raw_2023-11-01_to_2023-12-01/20231113_4bb184_000230_011216,step1_raw_2023-11-01_to_2023-12-01,20231113_4bb184_000230_011216,4bb184,train
step1_raw_2023-11-01_to_2023-12-01/20231113_600b24_024327_044036,step1_raw_2023-11-01_to_2023-12-01,20231113_600b24_024327_044036,600b24,train
step1_raw_2023-11-01_to_2023-12-01/20231113_a05669_044125_054616,step1_raw_2023-11-01_to_2023-12-01,20231113_a05669_044125_054616,a05669,train
step1_raw_2023-11-01_to_2023-12-01/20231113_ac142e_035003_051023,step1_raw_2023-11-01_to_2023-12-01,20231113_ac142e_035003_051023,ac142e,test
step1_raw_2023-11-01_to_2023-12-01/20231114_399043_233048_003443,step1_raw_2023-11-01_to_2023-12-01,20231114_399043_233048_003443,399043,train
step1_raw_2023-11-01_to_2023-12-01/20231114_39cf08_034636_045417,step1_raw_2023-11-01_to_2023-12-01,20231114_39cf08_034636_045417,39cf08,train
step1_raw_2023-11-01_to_2023-12-01/20231114_3c4b24_031859_042218,step1_raw_2023-11-01_to_2023-12-01,20231114_3c4b24_031859_042218,3c4b24,train
step1_raw_2023-11-01_to_2023-12-01/20231114_407898_032622_044934,step1_raw_2023-11-01_to_2023-12-01,20231114_407898_032622_044934,407898,train
step1_raw_2023-11-01_to_2023-12-01/20231114_407cd2_033326_043405,step1_raw_2023-11-01_to_2023-12-01,20231114_407cd2_033326_043405,407cd2,train
step1_raw_2023-11-01_to_2023-12-01/20231114_485341_032118_043049,step1_raw_2023-11-01_to_2023-12-01,20231114_485341_032118_043049,485341,val
step1_raw_2023-11-01_to_2023-12-01/20231114_4aca64_023827_035256,step1_raw_2023-11-01_to_2023-12-01,20231114_4aca64_023827_035256,4aca64,train
step1_raw_2023-11-01_to_2023-12-01/20231114_896598_233815_010130,step1_raw_2023-11-01_to_2023-12-01,20231114_896598_233815_010130,896598,train
step1_raw_2023-11-01_to_2023-12-01/20231114_c01755_025334_041910,step1_raw_2023-11-01_to_2023-12-01,20231114_c01755_025334_041910,c01755,train
step1_raw_2023-11-01_to_2023-12-01/20231115_407cd2_031610_042450,step1_raw_2023-11-01_to_2023-12-01,20231115_407cd2_031610_042450,407cd2,train
step1_raw_2023-11-01_to_2023-12-01/20231115_7380ca_230301_005726,step1_raw_2023-11-01_to_2023-12-01,20231115_7380ca_230301_005726,7380ca,train
step1_raw_2023-11-01_to_2023-12-01/20231115_a05669_035648_050608,step1_raw_2023-11-01_to_2023-12-01,20231115_a05669_035648_050608,a05669,train
step1_raw_2023-11-01_to_2023-12-01/20231115_a11bc6_011923_022522,step1_raw_2023-11-01_to_2023-12-01,20231115_a11bc6_011923_022522,a11bc6,train
step1_raw_2023-11-01_to_2023-12-01/20231116_39d2a2_021813_032115,step1_raw_2023-11-01_to_2023-12-01,20231116_39d2a2_021813_032115,39d2a2,val
step1_raw_2023-11-01_to_2023-12-01/20231116_40797a_033633_044456,step1_raw_2023-11-01_to_2023-12-01,20231116_40797a_033633_044456,40797a,train
step1_raw_2023-11-01_to_2023-12-01/20231116_a11ba0_043949_054105,step1_raw_2023-11-01_to_2023-12-01,20231116_a11ba0_043949_054105,a11ba0,train
step1_raw_2023-11-01_to_2023-12-01/20231116_a4ef31_001720_013203,step1_raw_2023-11-01_to_2023-12-01,20231116_a4ef31_001720_013203,a4ef31,train
step1_raw_2023-11-01_to_2023-12-01/20231116_abfdd1_040011_050721,step1_raw_2023-11-01_to_2023-12-01,20231116_abfdd1_040011_050721,abfdd1,train
step1_raw_2023-11-01_to_2023-12-01/20231117_06a1be_223046_235400,step1_raw_2023-11-01_to_2023-12-01,20231117_06a1be_223046_235400,06a1be,train
step1_raw_2023-11-01_to_2023-12-01/20231117_347386_005306_024616,step1_raw_2023-11-01_to_2023-12-01,20231117_347386_005306_024616,347386,train
step1_raw_2023-11-01_to_2023-12-01/20231117_39cf09_022744_033705,step1_raw_2023-11-01_to_2023-12-01,20231117_39cf09_022744_033705,39cf09,train
step1_raw_2023-11-01_to_2023-12-01/20231117_3c4b2e_032700_043204,step1_raw_2023-11-01_to_2023-12-01,20231117_3c4b2e_032700_043204,3c4b2e,train
step1_raw_2023-11-01_to_2023-12-01/20231117_3c4b33_040109_050443,step1_raw_2023-11-01_to_2023-12-01,20231117_3c4b33_040109_050443,3c4b33,val
step1_raw_2023-11-01_to_2023-12-01/20231117_407943_032511_043433,step1_raw_2023-11-01_to_2023-12-01,20231117_407943_032511_043433,407943,train
step1_raw_2023-11-01_to_2023-12-01/20231117_4aca66_022832_033233,step1_raw_2023-11-01_to_2023-12-01,20231117_4aca66_022832_033233,4aca66,val
step1_raw_2023-11-01_to_2023-12-01/20231117_4b1883_211237_222434,step1_raw_2023-11-01_to_2023-12-01,20231117_4b1883_211237_222434,4b1883,train
step1_raw_2023-11-01_to_2023-12-01/20231118_0101df_224408_000720,step1_raw_2023-11-01_to_2023-12-01,20231118_0101df_224408_000720,0101df,train
step1_raw_2023-11-01_to_2023-12-01/20231118_346555_013130_031709,step1_raw_2023-11-01_to_2023-12-01,20231118_346555_013130_031709,346555,train
step1_raw_2023-11-01_to_2023-12-01/20231118_347386_021815_035416,step1_raw_2023-11-01_to_2023-12-01,20231118_347386_021815_035416,347386,train
step1_raw_2023-11-01_to_2023-12-01/20231118_39cf02_034932_045852,step1_raw_2023-11-01_to_2023-12-01,20231118_39cf02_034932_045852,39cf02,train
step1_raw_2023-11-01_to_2023-12-01/20231118_3c4aab_023404_033526,step1_raw_2023-11-01_to_2023-12-01,20231118_3c4aab_023404_033526,3c4aab,val
step1_raw_2023-11-01_to_2023-12-01/20231118_3c64c8_025421_035642,step1_raw_2023-11-01_to_2023-12-01,20231118_3c64c8_025421_035642,3c64c8,train
step1_raw_2023-11-01_to_2023-12-01/20231118_4005bd_022514_042151,step1_raw_2023-11-01_to_2023-12-01,20231118_4005bd_022514_042151,4005bd,train
step1_raw_2023-11-01_to_2023-12-01/20231118_400685_211041_005930,step1_raw_2023-11-01_to_2023-12-01,20231118_400685_211041_005930,400685,train
step1_raw_2023-11-01_to_2023-12-01/20231118_406f76_220426_230616,step1_raw_2023-11-01_to_2023-12-01,20231118_406f76_220426_230616,406f76,train
step1_raw_2023-11-01_to_2023-12-01/20231118_407af2_033436_044744,step1_raw_2023-11-01_to_2023-12-01,20231118_407af2_033436_044744,407af2,train
step1_raw_2023-11-01_to_2023-12-01/20231118_491d87_021444_033117,step1_raw_2023-11-01_to_2023-12-01,20231118_491d87_021444_033117,491d87,val
step1_raw_2023-11-01_to_2023-12-01/20231118_4bb0e6_223010_233517,step1_raw_2023-11-01_to_2023-12-01,20231118_4bb0e6_223010_233517,4bb0e6,train
step1_raw_2023-11-01_to_2023-12-01/20231118_89644f_234749_005132,step1_raw_2023-11-01_to_2023-12-01,20231118_89644f_234749_005132,89644f,train
step1_raw_2023-11-01_to_2023-12-01/20231118_a05648_032602_043910,step1_raw_2023-11-01_to_2023-12-01,20231118_a05648_032602_043910,a05648,train
step1_raw_2023-11-01_to_2023-12-01/20231118_ac0196_023026_033946,step1_raw_2023-11-01_to_2023-12-01,20231118_ac0196_023026_033946,ac0196,test
step1_raw_2023-11-01_to_2023-12-01/20231118_ac308f_041627_053315,step1_raw_2023-11-01_to_2023-12-01,20231118_ac308f_041627_053315,ac308f,train
step1_raw_2023-11-01_to_2023-12-01/20231119_39d2a2_015148_030016,step1_raw_2023-11-01_to_2023-12-01,20231119_39d2a2_015148_030016,39d2a2,val
step1_raw_2023-11-01_to_2023-12-01/20231119_3c4b32_032015_042935,step1_raw_2023-11-01_to_2023-12-01,20231119_3c4b32_032015_042935,3c4b32,test
step1_raw_2023-11-01_to_2023-12-01/20231119_407af2_032000_043851,step1_raw_2023-11-01_to_2023-12-01,20231119_407af2_032000_043851,407af2,train
step1_raw_2023-11-01_to_2023-12-01/20231119_4bb46e_014306_034308,step1_raw_2023-11-01_to_2023-12-01,20231119_4bb46e_014306_034308,4bb46e,train
step1_raw_2023-11-01_to_2023-12-01/20231119_89639f_224350_235415,step1_raw_2023-11-01_to_2023-12-01,20231119_89639f_224350_235415,89639f,train
step1_raw_2023-11-01_to_2023-12-01/20231119_a105b0_040845_051322,step1_raw_2023-11-01_to_2023-12-01,20231119_a105b0_040845_051322,a105b0,train
step1_raw_2023-11-01_to_2023-12-01/20231119_ac0196_031405_043717,step1_raw_2023-11-01_to_2023-12-01,20231119_ac0196_031405_043717,ac0196,test
step1_raw_2023-11-01_to_2023-12-01/20231119_ad68d3_034248_045254,step1_raw_2023-11-01_to_2023-12-01,20231119_ad68d3_034248_045254,ad68d3,train
step1_raw_2023-11-01_to_2023-12-01/20231120_34628d_012544_030223,step1_raw_2023-11-01_to_2023-12-01,20231120_34628d_012544_030223,34628d,train
step1_raw_2023-11-01_to_2023-12-01/20231120_39cf0a_014715_025123,step1_raw_2023-11-01_to_2023-12-01,20231120_39cf0a_014715_025123,39cf0a,train
step1_raw_2023-11-01_to_2023-12-01/20231120_477ff6_022846_040059,step1_raw_2023-11-01_to_2023-12-01,20231120_477ff6_022846_040059,477ff6,train
step1_raw_2023-11-01_to_2023-12-01/20231120_4aca65_020442_030843,step1_raw_2023-11-01_to_2023-12-01,20231120_4aca65_020442_030843,4aca65,train
step1_raw_2023-11-01_to_2023-12-01/20231120_ac17e6_020350_035615,step1_raw_2023-11-01_to_2023-12-01,20231120_ac17e6_020350_035615,ac17e6,train
step1_raw_2023-11-01_to_2023-12-01/20231120_ac308f_031611_042530,step1_raw_2023-11-01_to_2023-12-01,20231120_ac308f_031611_042530,ac308f,train
step1_raw_20230707_20230731/20230708_01012a_100247_105842,step1_raw_20230707_20230731,20230708_01012a_100247_105842,01012a,train
step1_raw_20230707_20230731/20230708_0101e0_115103_124631,step1_raw_20230707_20230731,20230708_0101e0_115103_124631,0101e0,train
step1_raw_20230707_20230731/20230708_040203_105633_115102,step1_raw_20230707_20230731,20230708_040203_105633_115102,040203,train
step1_raw_20230707_20230731/20230708_06a0e9_161343_161418,step1_raw_20230707_20230731,20230708_06a0e9_161343_161418,06a0e9,val
step1_raw_20230707_20230731/20230708_3965b0_114354_124236,step1_raw_20230707_20230731,20230708_3965b0_114354_124236,3965b0,test
step1_raw_20230707_20230731/20230708_39c426_133135_142703,step1_raw_20230707_20230731,20230708_39c426_133135_142703,39c426,train
step1_raw_20230707_20230731/20230708_4005bb_132246_150522,step1_raw_20230707_20230731,20230708_4005bb_132246_150522,4005bb,train
step1_raw_20230707_20230731/20230708_4005be_135507_151954,step1_raw_20230707_20230731,20230708_4005be_135507_151954,4005be,train
step1_raw_20230707_20230731/20230708_4006c2_143857_154752,step1_raw_20230707_20230731,20230708_4006c2_143857_154752,4006c2,train
step1_raw_20230707_20230731/20230708_400772_152055_161044,step1_raw_20230707_20230731,20230708_400772_152055_161044,400772,train
step1_raw_20230707_20230731/20230708_4b1885_133319_150945,step1_raw_20230707_20230731,20230708_4b1885_133319_150945,4b1885,train
step1_raw_20230707_20230731/20230708_4bb18f_125053_134938,step1_raw_20230707_20230731,20230708_4bb18f_125053_134938,4bb18f,train
step1_raw_20230707_20230731/20230708_70209e_134512_145123,step1_raw_20230707_20230731,20230708_70209e_134512_145123,70209e,val
step1_raw_20230707_20230731/20230708_8963e9_112435_121941,step1_raw_20230707_20230731,20230708_8963e9_112435_121941,8963e9,val
step1_raw_20230707_20230731/20230708_8964e3_110039_113843,step1_raw_20230707_20230731,20230708_8964e3_110039_113843,8964e3,test
step1_raw_20230707_20230731/20230708_a5d1a2_122902_161821,step1_raw_20230707_20230731,20230708_a5d1a2_122902_161821,a5d1a2,val
step1_raw_20230707_20230731/20230708_a661c7_113009_123422,step1_raw_20230707_20230731,20230708_a661c7_113009_123422,a661c7,test
step1_raw_20230707_20230731/20230708_aa1a16_133709_151529,step1_raw_20230707_20230731,20230708_aa1a16_133709_151529,aa1a16,train
step1_raw_20230707_20230731/20230708_aa7f5e_142045_155236,step1_raw_20230707_20230731,20230708_aa7f5e_142045_155236,aa7f5e,train
step1_raw_20230707_20230731/20230708_ac17e6_125501_133637,step1_raw_20230707_20230731,20230708_ac17e6_125501_133637,ac17e6,train
step1_raw_20230707_20230731/20230708_ac21af_135232_145532,step1_raw_20230707_20230731,20230708_ac21af_135232_145532,ac21af,train
step1_raw_20230707_20230731/20230708_ac2cb2_130903_140737,step1_raw_20230707_20230731,20230708_ac2cb2_130903_140737,ac2cb2,test
step1_raw_20230707_20230731/20230708_c00ae5_153215_160421,step1_raw_20230707_20230731,20230708_c00ae5_153215_160421,c00ae5,train
step1_raw_20230707_20230731/20230708_c02ec1_092844_101850,step1_raw_20230707_20230731,20230708_c02ec1_092844_101850,c02ec1,test
step1_raw_20230707_20230731/20230708_c058c3_124008_135952,step1_raw_20230707_20230731,20230708_c058c3_124008_135952,c058c3,train
step1_raw_20230707_20230731/20230709_040187_085652_093702,step1_raw_20230707_20230731,20230709_040187_085652_093702,040187,train
step1_raw_20230707_20230731/20230709_04021d_093639_102143,step1_raw_20230707_20230731,20230709_04021d_093639_102143,04021d,train
step1_raw_20230707_20230731/20230709_06a1bb_160211_171344,step1_raw_20230707_20230731,20230709_06a1bb_160211_171344,06a1bb,train
step1_raw_20230707_20230731/20230709_39cdce_130547_145946,step1_raw_20230707_20230731,20230709_39cdce_130547_145946,39cdce,train
step1_raw_20230707_20230731/20230709_39cf09_134320_142625,step1_raw_20230707_20230731,20230709_39cf09_134320_142625,39cf09,train
step1_raw_20230707_20230731/20230709_4005bb_151434_162355,step1_raw_20230707_20230731,20230709_4005bb_151434_162355,4005bb,train
step1_raw_20230707_20230731/20230709_400685_123218_140651,step1_raw_20230707_20230731,20230709_400685_123218_140651,400685,train
step1_raw_20230707_20230731/20230709_400772_142637_153558,step1_raw_20230707_20230731,20230709_400772_142637_153558,400772,train
step1_raw_20230707_20230731/20230709_40745e_135308_143444,step1_raw_20230707_20230731,20230709_40745e_135308_143444,40745e,train
step1_raw_20230707_20230731/20230709_40787b_130116_141737,step1_raw_20230707_20230731,20230709_40787b_130116_141737,40787b,train
step1_raw_20230707_20230731/20230709_4aca64_155130_170741,step1_raw_20230707_20230731,20230709_4aca64_155130_170741,4aca64,train
step1_raw_20230707_20230731/20230709_896187_110326_120227,step1_raw_20230707_20230731,20230709_896187_110326_120227,896187,train
step1_raw_20230707_20230731/20230709_8964b2_104419_114042,step1_raw_20230707_20230731,20230709_8964b2_104419_114042,8964b2,train
step1_raw_20230707_20230731/20230709_a0f427_141125_145325,step1_raw_20230707_20230731,20230709_a0f427_141125_145325,a0f427,train
step1_raw_20230707_20230731/20230709_a67811_122827_132249,step1_raw_20230707_20230731,20230709_a67811_122827_132249,a67811,val
step1_raw_20230707_20230731/20230709_aa8315_113707_123143,step1_raw_20230707_20230731,20230709_aa8315_113707_123143,aa8315,test
step1_raw_20230707_20230731/20230709_aabf80_140728_160959,step1_raw_20230707_20230731,20230709_aabf80_140728_160959,aabf80,train
step1_raw_20230707_20230731/20230709_c02ee7_132741_140917,step1_raw_20230707_20230731,20230709_c02ee7_132741_140917,c02ee7,train
step1_raw_20230707_20230731/20230709_c058bb_134958_150745,step1_raw_20230707_20230731,20230709_c058bb_134958_150745,c058bb,val
step1_raw_20230707_20230731/20230710_4005c0_153356_160141,step1_raw_20230707_20230731,20230710_4005c0_153356_160141,4005c0,train
step1_raw_20230707_20230731/20230710_400685_150753_164459,step1_raw_20230707_20230731,20230710_400685_150753_164459,400685,train
step1_raw_20230707_20230731/20230710_400772_150929_161850,step1_raw_20230707_20230731,20230710_400772_150929_161850,400772,train
step1_raw_20230707_20230731/20230710_4b1880_141635_154527,step1_raw_20230707_20230731,20230710_4b1880_141635_154527,4b1880,train
step1_raw_20230707_20230731/20230710_89617e_103608_114219,step1_raw_20230707_20230731,20230710_89617e_103608_114219,89617e,test
step1_raw_20230707_20230731/20230710_a67811_123204_133612,step1_raw_20230707_20230731,20230710_a67811_123204_133612,a67811,val
step1_raw_20230707_20230731/20230710_aa2ca9_133219_153443,step1_raw_20230707_20230731,20230710_aa2ca9_133219_153443,aa2ca9,test
step1_raw_20230707_20230731/20230710_aa4548_124102_144752,step1_raw_20230707_20230731,20230710_aa4548_124102_144752,aa4548,train
step1_raw_20230707_20230731/20230710_aabf80_150921_160450,step1_raw_20230707_20230731,20230710_aabf80_150921_160450,aabf80,train
step1_raw_20230707_20230731/20230710_ac1df7_124038_133606,step1_raw_20230707_20230731,20230710_ac1df7_124038_133606,ac1df7,val
step1_raw_20230707_20230731/20230711_040105_100655_105537,step1_raw_20230707_20230731,20230711_040105_100655_105537,040105,train
step1_raw_20230707_20230731/20230711_04021d_093146_101943,step1_raw_20230707_20230731,20230711_04021d_093146_101943,04021d,train
step1_raw_20230707_20230731/20230711_06a03d_134427_135922,step1_raw_20230707_20230731,20230711_06a03d_134427_135922,06a03d,train
step1_raw_20230707_20230731/20230711_4aca61_132322_150259,step1_raw_20230707_20230731,20230711_4aca61_132322_150259,4aca61,val
step1_raw_20230707_20230731/20230711_aa7082_113116_130542,step1_raw_20230707_20230731,20230711_aa7082_113116_130542,aa7082,train
step1_raw_20230707_20230731/20230712_0101db_102630_121307,step1_raw_20230707_20230731,20230712_0101db_102630_121307,0101db,train
step1_raw_20230707_20230731/20230712_04018f_093258_100803,step1_raw_20230707_20230731,20230712_04018f_093258_100803,04018f,train
step1_raw_20230707_20230731/20230712_06a0e8_103749_111535,step1_raw_20230707_20230731,20230712_06a0e8_103749_111535,06a0e8,train
step1_raw_20230707_20230731/20230712_4005c0_150311_170212,step1_raw_20230707_20230731,20230712_4005c0_150311_170212,4005c0,train
step1_raw_20230707_20230731/20230712_a05648_101812_120143,step1_raw_20230707_20230731,20230712_a05648_101812_120143,a05648,train
step1_raw_20230707_20230731/20230713_04021d_092956_103025,step1_raw_20230707_20230731,20230713_04021d_092956_103025,04021d,train
step1_raw_20230707_20230731/20230713_06a10e_090450_103027,step1_raw_20230707_20230731,20230713_06a10e_090450_103027,06a10e,train
step1_raw_20230707_20230731/20230713_407cd1_120515_130044,step1_raw_20230707_20230731,20230713_407cd1_120515_130044,407cd1,val
step1_raw_20230707_20230731/20230713_75044b_100931_104907,step1_raw_20230707_20230731,20230713_75044b_100931_104907,75044b,train
step1_raw_20230707_20230731/20230713_a9cecf_094802_112841,step1_raw_20230707_20230731,20230713_a9cecf_094802_112841,a9cecf,val
step1_raw_20230707_20230731/20230714_040103_100043_105611,step1_raw_20230707_20230731,20230714_040103_100043_105611,040103,test
step1_raw_20230707_20230731/20230714_040106_104454_114023,step1_raw_20230707_20230731,20230714_040106_104454_114023,040106,train
step1_raw_20230707_20230731/20230714_040142_093028_095812,step1_raw_20230707_20230731,20230714_040142_093028_095812,040142,train
step1_raw_20230707_20230731/20230714_040219_100206_104343,step1_raw_20230707_20230731,20230714_040219_100206_104343,040219,train
step1_raw_20230707_20230731/20230714_407979_113802_124722,step1_raw_20230707_20230731,20230714_407979_113802_124722,407979,train
step1_raw_20230707_20230731/20230714_8964bc_145443_155730,step1_raw_20230707_20230731,20230714_8964bc_145443_155730,8964bc,train
step1_raw_20230707_20230731/20230715_0101db_105100_113922,step1_raw_20230707_20230731,20230715_0101db_105100_113922,0101db,train
step1_raw_20230707_20230731/20230715_040187_101955_103909,step1_raw_20230707_20230731,20230715_040187_101955_103909,040187,train
step1_raw_20230707_20230731/20230715_040203_111451_120351,step1_raw_20230707_20230731,20230715_040203_111451_120351,040203,train
step1_raw_20230707_20230731/20230716_040106_094908_101742,step1_raw_20230707_20230731,20230716_040106_094908_101742,040106,train
step1_raw_20230707_20230731/20230716_04019a_102401_111929,step1_raw_20230707_20230731,20230716_04019a_102401_111929,04019a,train
step1_raw_20230707_20230731/20230716_040204_100309_105838,step1_raw_20230707_20230731,20230716_040204_100309_105838,040204,train
step1_raw_20230707_20230731/20230716_34604e_112421_125500,step1_raw_20230707_20230731,20230716_34604e_112421_125500,34604e,train
step1_raw_20230707_20230731/20230717_0101e0_103946_115634,step1_raw_20230707_20230731,20230717_0101e0_103946_115634,0101e0,train
step1_raw_20230707_20230731/20230717_040105_091908_111915,step1_raw_20230707_20230731,20230717_040105_091908_111915,040105,train
step1_raw_20230707_20230731/20230717_040187_091446_092838,step1_raw_20230707_20230731,20230717_040187_091446_092838,040187,train
step1_raw_20230707_20230731/20230717_06a0e7_103421_113843,step1_raw_20230707_20230731,20230717_06a0e7_103421_113843,06a0e7,val
step1_raw_20230707_20230731/20230717_06a111_150424_150528,step1_raw_20230707_20230731,20230717_06a111_150424_150528,06a111,train
step1_raw_20230707_20230731/20230718_06a0f4_155433_160256,step1_raw_20230707_20230731,20230718_06a0f4_155433_160256,06a0f4,test
step1_raw_20230707_20230731/20230718_aa8315_112648_131635,step1_raw_20230707_20230731,20230718_aa8315_112648_131635,aa8315,test
step1_raw_20230707_20230731/20230719_040187_091701_095837,step1_raw_20230707_20230731,20230719_040187_091701_095837,040187,train
step1_raw_20230707_20230731/20230720_040106_092354_105648,step1_raw_20230707_20230731,20230720_040106_092354_105648,040106,train
step1_raw_20230707_20230731/20230720_040173_104101_104546,step1_raw_20230707_20230731,20230720_040173_104101_104546,040173,train
step1_raw_20230707_20230731/20230720_4b1885_134427_152723,step1_raw_20230707_20230731,20230720_4b1885_134427_152723,4b1885,train
step1_raw_20230707_20230731/20230720_7380c7_112847_131438,step1_raw_20230707_20230731,20230720_7380c7_112847_131438,7380c7,train
step1_raw_20230707_20230731/20230721_0101df_141405_152840,step1_raw_20230707_20230731,20230721_0101df_141405_152840,0101df,train
step1_raw_20230707_20230731/20230721_040198_110659_121353,step1_raw_20230707_20230731,20230721_040198_110659_121353,040198,train
step1_raw_20230707_20230731/20230721_aa6914_122920_141050,step1_raw_20230707_20230731,20230721_aa6914_122920_141050,aa6914,train
